participant,min_train_loss,min_train_mae,init_src_content_weight_mean_0,trained_src_content_weight_mean_0,init_src_content_weight_mean_1,trained_src_content_weight_mean_1,init_src_content_weight_std_0,trained_src_content_weight_std_0,init_src_content_weight_std_1,trained_src_content_weight_std_1,init_att_src_edge_0,trained_att_src_edge_0,init_src_edge_weight_mean_0,trained_src_edge_weight_mean_0,init_src_edge_weight_std_0,trained_src_edge_weight_std_0,init_full_src_edge_weight_mean_0,trained_full_src_edge_weight_mean_0,init_full_src_edge_weight_std_0,trained_full_src_edge_weight_std_0,init_dst_content_weight_mean_0,trained_dst_content_weight_mean_0,init_dst_content_weight_std_0,trained_dst_content_weight_std_0,init_att_dst_edge_0,trained_att_dst_edge_0,init_dst_edge_weight_mean_0,trained_dst_edge_weight_mean_0,init_dst_edge_weight_std_0,trained_dst_edge_weight_std_0,init_full_dst_edge_weight_mean_0,trained_full_dst_edge_weight_mean_0,init_full_dst_edge_weight_std_0,trained_full_dst_edge_weight_std_0,init_att_edge_0,trained_att_edge_0,init_edge_weight_mean_0,trained_edge_weight_mean_0,init_edge_weight_std_0,trained_edge_weight_std_0,init_full_edge_weight_mean_0,trained_full_edge_weight_mean_0,init_full_edge_weight_std_0,trained_full_edge_weight_std_0,init_bias_0,trained_bias_0
55,81.44031,0.50126886,-0.6693175435066223,0.6246716976165771,-0.32053500413894653,-2.8313193321228027,-0.10974301397800446,-2.5918805599212646,-0.6151537299156189,-1.717269778251648,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,1.0,0.292181134223938,6.153507709503174,-0.8136481642723083,-1.21126389503479,0.292181134223938,6.153507709503174,-0.8136481642723083,-1.21126389503479,,
56,97.70674,0.7532918,-0.772295355796814,1.6522516012191772,1.770734429359436,1.6583467721939087,-0.18431997299194336,-2.790489435195923,0.20219534635543823,-2.336439371109009,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,1.0,-1.2536183595657349,5.156144142150879,1.174851655960083,-1.665292739868164,-1.2536183595657349,5.156144142150879,1.174851655960083,-1.665292739868164,,
57,45.89898,0.43375385,-0.8172716498374939,3.7591052055358887,-1.2373403310775757,1.90829336643219,0.3618806004524231,-2.8252508640289307,-0.14069126546382904,-3.3029377460479736,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,1.0,-0.15411759912967682,2.2098147869110107,0.9918606281280518,-2.3478705883026123,-0.15411759912967682,2.2098147869110107,0.9918606281280518,-2.3478705883026123,,
58,83.951805,0.6928818,-1.1671812534332275,2.4293062686920166,1.0706048011779785,2.8990135192871094,-0.07019665837287903,-2.9237842559814453,0.42180389165878296,-2.379096031188965,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,1.0,-1.0948668718338013,3.82841157913208,-0.22046998143196106,-2.5225369930267334,-1.0948668718338013,3.82841157913208,-0.22046998143196106,-2.5225369930267334,,
59,73.492584,0.5624462,1.1175504922866821,2.220196485519409,-0.8100267052650452,3.7654170989990234,-0.8414385914802551,-4.410092830657959,-0.17079398036003113,-3.6596786975860596,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,1.0,-0.9938820600509644,4.689725875854492,1.1027987003326416,-3.087817430496216,-0.9938820600509644,4.689725875854492,1.1027987003326416,-3.087817430496216,,
60,51.71911,0.48553592,0.9154145121574402,2.3842613697052,0.7855339646339417,1.9379401206970215,-0.8664509057998657,-3.239124059677124,0.5708045959472656,-2.567230463027954,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,1.0,-0.7905691862106323,6.941090106964111,-0.6179668307304382,-1.8443810939788818,-0.7905691862106323,6.941090106964111,-0.6179668307304382,-1.8443810939788818,,
61,49.45163,0.49802327,-1.8290022611618042,0.9935879707336426,0.43703892827033997,-2.347810983657837,-0.3095228970050812,-2.3696341514587402,0.692225456237793,0.17586146295070648,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,1.0,-0.7923152446746826,1.9254674911499023,-0.049247175455093384,1.0005574226379395,-0.7923152446746826,1.9254674911499023,-0.049247175455093384,1.0005574226379395,,
62,71.83299,0.61047226,-2.0501959323883057,1.5501238107681274,-1.1072571277618408,2.289827823638916,0.049331650137901306,-3.250194549560547,-0.6992480158805847,-2.9527130126953125,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,1.0,-1.4116278886795044,6.016323566436768,0.10499081015586853,-2.1995561122894287,-1.4116278886795044,6.016323566436768,0.10499081015586853,-2.1995561122894287,,
63,89.54356,0.67701685,0.83644038438797,1.2462891340255737,-0.7306290864944458,1.2944440841674805,0.5624839663505554,-2.7554996013641357,-0.35804876685142517,-2.7859115600585938,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,1.0,0.2773306369781494,10.543618202209473,0.9923796653747559,-1.4379401206970215,0.2773306369781494,10.543618202209473,0.9923796653747559,-1.4379401206970215,,
64,102.55559,0.7292227,-0.6559835076332092,3.6029820442199707,1.6583807468414307,2.073357343673706,1.3631709814071655,-2.651451826095581,-0.3392093777656555,-3.3024370670318604,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,1.0,0.2462376207113266,2.699333429336548,-1.566706895828247,-3.3729302883148193,0.2462376207113266,2.699333429336548,-1.566706895828247,-3.3729302883148193,,
65,150.04176,0.9239304,-0.33092740178108215,3.6306512355804443,0.0432375892996788,2.84902286529541,-0.8893736600875854,-3.7409512996673584,1.3245457410812378,-3.066185474395752,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,1.0,-0.4182908833026886,4.316865921020508,-1.1176328659057617,-3.9795289039611816,-0.4182908833026886,4.316865921020508,-1.1176328659057617,-3.9795289039611816,,
66,57.731224,0.5048875,0.7038367390632629,1.5113790035247803,0.8944008350372314,0.9889390468597412,-0.6739803552627563,-3.177924871444702,0.8438283801078796,-2.3517653942108154,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,1.0,0.9776946902275085,5.036754131317139,0.3511921763420105,-1.7084282636642456,0.9776946902275085,5.036754131317139,0.3511921763420105,-1.7084282636642456,,
67,72.335686,0.5326656,0.07915277779102325,4.188124179840088,2.2840511798858643,1.4577473402023315,-1.3594062328338623,-2.805619239807129,0.47734546661376953,-2.720247507095337,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,1.0,0.833696722984314,6.667730331420898,1.9134267568588257,-1.9337000846862793,0.833696722984314,6.667730331420898,1.9134267568588257,-1.9337000846862793,,
68,117.852776,0.8214904,2.4818501472473145,6.094574451446533,-0.6005978584289551,1.9406874179840088,0.7403977513313293,-2.2763664722442627,0.3314718008041382,-2.944213390350342,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,1.0,1.6422605514526367,0.9818782210350037,-1.2265396118164062,-3.5273189544677734,1.6422605514526367,0.9818782210350037,-1.2265396118164062,-3.5273189544677734,,
69,56.953163,0.44226006,-0.7377281785011292,1.1708276271820068,0.08319831639528275,0.3203504979610443,-0.43354374170303345,-3.0832087993621826,-2.5414974689483643,-3.2251174449920654,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,1.0,-0.544736921787262,9.93600845336914,0.14912672340869904,-1.5533347129821777,-0.544736921787262,9.93600845336914,0.14912672340869904,-1.5533347129821777,,
70,115.61072,0.77402943,1.6723201274871826,1.1953654289245605,-0.14420834183692932,1.24351167678833,0.7654125094413757,-2.6493139266967773,-0.8181264996528625,-2.580568552017212,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,1.0,-0.756723940372467,7.833128452301025,1.1999056339263916,-1.5347356796264648,-0.756723940372467,7.833128452301025,1.1999056339263916,-1.5347356796264648,,
71,44.472725,0.43365154,1.3940459489822388,1.253137469291687,1.108170986175537,1.3838282823562622,2.8169806003570557,-1.229566216468811,-0.3751157820224762,-1.0952659845352173,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,1.0,1.182945966720581,5.476001739501953,1.7663054466247559,0.15273824334144592,1.182945966720581,5.476001739501953,1.7663054466247559,0.15273824334144592,,
72,99.983864,0.7329031,0.32351091504096985,1.165988802909851,-0.3502124845981598,0.9027867913246155,1.4910129308700562,-2.1095330715179443,1.2053718566894531,-1.7274060249328613,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,1.0,0.8535317182540894,7.331169128417969,-1.5308133363723755,-1.9880133867263794,0.8535317182540894,7.331169128417969,-1.5308133363723755,-1.9880133867263794,,
73,71.71602,0.68285906,-1.2028292417526245,1.8457509279251099,-0.7330411076545715,1.3885865211486816,0.4382907748222351,-2.6381125450134277,-0.5285176038742065,-2.983717679977417,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,1.0,-1.5016781091690063,7.798289775848389,0.5734589099884033,-1.4297904968261719,-1.5016781091690063,7.798289775848389,0.5734589099884033,-1.4297904968261719,,
74,119.63748,0.7361081,0.04654659330844879,3.5529425144195557,1.5287717580795288,1.5483338832855225,0.042152270674705505,-2.637962818145752,-0.36218032240867615,-3.3465821743011475,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,1.0,0.45563095808029175,1.993627667427063,-1.140262246131897,-3.041208028793335,0.45563095808029175,1.993627667427063,-1.140262246131897,-3.041208028793335,,
75,105.98511,0.8545255,-0.5062595009803772,2.1955721378326416,0.6937071084976196,2.5775229930877686,-0.09361572563648224,-2.944746971130371,1.4125726222991943,-2.2492284774780273,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,1.0,-2.1616666316986084,6.790939807891846,0.7381377816200256,-2.1078643798828125,-2.1616666316986084,6.790939807891846,0.7381377816200256,-2.1078643798828125,,
76,55.394775,0.48830307,0.08010827004909515,3.1761012077331543,-0.9654461145401001,1.5509244203567505,-1.3398220539093018,-3.232797622680664,0.9493035674095154,-2.4078209400177,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,1.0,1.0590782165527344,5.210131645202637,-0.3778851330280304,-2.5506749153137207,1.0590782165527344,5.210131645202637,-0.3778851330280304,-2.5506749153137207,,
77,102.6368,0.8052789,-0.002182372147217393,3.0428731441497803,0.24138076603412628,1.5827115774154663,-0.27263739705085754,-2.9903526306152344,-1.6531221866607666,-4.179760456085205,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,1.0,-0.10507302731275558,4.338962078094482,1.5345923900604248,-1.9347461462020874,-0.10507302731275558,4.338962078094482,1.5345923900604248,-1.9347461462020874,,
78,124.2106,0.8502061,-0.394090861082077,2.9226410388946533,-1.1521978378295898,2.824303150177002,-0.2692382335662842,-3.4681596755981445,1.2940362691879272,-2.5913352966308594,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,1.0,0.6369239091873169,4.3625006675720215,0.05182637646794319,-3.0782830715179443,0.6369239091873169,4.3625006675720215,0.05182637646794319,-3.0782830715179443,,
79,78.766,0.516408,0.4435511529445648,3.1128365993499756,-0.2879016101360321,1.2499765157699585,0.00449477368965745,-2.5488197803497314,-0.49946892261505127,-3.0261313915252686,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,1.0,0.8905234932899475,6.853694915771484,0.4862161874771118,-2.2479593753814697,0.8905234932899475,6.853694915771484,0.4862161874771118,-2.2479593753814697,,
80,91.32512,0.7267654,-0.5168246626853943,2.891113758087158,-1.2199960947036743,1.6757981777191162,-0.21659404039382935,-3.2689712047576904,-0.8512551188468933,-3.494640588760376,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,1.0,0.5542671084403992,3.4108896255493164,-0.010472428984940052,-2.5050582885742188,0.5542671084403992,3.4108896255493164,-0.010472428984940052,-2.5050582885742188,,
81,142.88686,0.95662874,0.3375301957130432,1.8947392702102661,1.288744568824768,1.3821375370025635,-0.5525378584861755,-3.1403348445892334,-0.7738009095191956,-3.2768213748931885,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,1.0,-0.6044321656227112,6.211781978607178,-0.4638504981994629,-2.304097890853882,-0.6044321656227112,6.211781978607178,-0.4638504981994629,-2.304097890853882,,
82,128.70798,0.8462181,-0.05334458127617836,2.192678928375244,1.669348955154419,1.5935051441192627,-1.2411913871765137,-3.2511231899261475,0.2822909951210022,-2.932021141052246,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,1.0,-0.1317637711763382,5.215810298919678,1.6131339073181152,-2.1106135845184326,-0.1317637711763382,5.215810298919678,1.6131339073181152,-2.1106135845184326,,
83,50.311348,0.4974187,-1.2636187076568604,3.3916971683502197,-0.6071180701255798,2.605926513671875,1.4174364805221558,-2.53511905670166,0.33060917258262634,-2.912372589111328,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,1.0,-0.5265516042709351,4.48381233215332,-0.8036917448043823,-3.053103446960449,-0.5265516042709351,4.48381233215332,-0.8036917448043823,-3.053103446960449,,
84,72.330826,0.60532457,1.2151182889938354,1.812617540359497,-0.9432393908500671,1.7220560312271118,-2.138554573059082,-4.404556751251221,0.3114655911922455,-2.5887742042541504,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,1.0,0.9319126009941101,5.744935512542725,0.8465518951416016,-2.4330360889434814,0.9319126009941101,5.744935512542725,0.8465518951416016,-2.4330360889434814,,
85,73.72754,0.63603544,1.061409831047058,2.62485671043396,0.2910526394844055,1.7821574211120605,0.0026408452540636063,-2.7195892333984375,0.5185158252716064,-2.5108916759490967,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,1.0,0.28444287180900574,-0.7437431812286377,1.0655102729797363,-0.7207617163658142,0.28444287180900574,-0.7437431812286377,1.0655102729797363,-0.7207617163658142,,
86,76.23697,0.5578277,-1.8034133911132812,2.530668258666992,-0.14765013754367828,1.9063407182693481,1.369814395904541,-2.316180467605591,0.9201031923294067,-2.505159854888916,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,1.0,0.13610467314720154,1.1975115537643433,0.10933121293783188,-2.7669777870178223,0.13610467314720154,1.1975115537643433,0.10933121293783188,-2.7669777870178223,,
87,53.648552,0.54848284,-0.5004640221595764,3.618098497390747,-0.861854076385498,1.24600088596344,-0.13756875693798065,-2.602923631668091,0.5680148005485535,-2.4914796352386475,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,1.0,1.545867681503296,2.791653633117676,0.8869443535804749,-1.8718812465667725,1.545867681503296,2.791653633117676,0.8869443535804749,-1.8718812465667725,,
88,74.02609,0.5980239,0.2000688761472702,2.4440159797668457,0.829905092716217,1.591187834739685,-0.921724796295166,-3.2263808250427246,-0.07347802072763443,-2.901665687561035,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,1.0,-1.779281735420227,8.179399490356445,0.29902002215385437,-1.6685351133346558,-1.779281735420227,8.179399490356445,0.29902002215385437,-1.6685351133346558,,
89,96.74122,0.75357634,-0.20323984324932098,3.6032509803771973,0.20656630396842957,2.5025205612182617,1.389705777168274,-2.710059404373169,0.3786831200122833,-3.1882543563842773,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,1.0,-0.720628559589386,3.8953802585601807,1.1841657161712646,-2.8439860343933105,-0.720628559589386,3.8953802585601807,1.1841657161712646,-2.8439860343933105,,
90,82.17905,0.51622766,0.2740694284439087,3.1703317165374756,0.5621792674064636,1.1227922439575195,-0.9644931554794312,-2.772153377532959,0.43528202176094055,-2.8244845867156982,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,1.0,-2.373753786087036,3.543362855911255,0.2752229571342468,-1.7994364500045776,-2.373753786087036,3.543362855911255,0.2752229571342468,-1.7994364500045776,,
91,115.99354,0.7294672,0.33261385560035706,2.6525235176086426,-1.5130300521850586,1.7846858501434326,-1.4743189811706543,-3.482456922531128,0.9163865447044373,-2.7871055603027344,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,1.0,0.5462157726287842,6.6042399406433105,-2.189373731613159,-3.519181489944458,0.5462157726287842,6.6042399406433105,-2.189373731613159,-3.519181489944458,,
92,67.06239,0.6378112,1.0039284229278564,1.6585428714752197,0.43492645025253296,2.582542657852173,-0.6837902069091797,-3.7341294288635254,-0.3139474391937256,-3.0862467288970947,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,1.0,-0.8844642639160156,6.908176898956299,0.3644140660762787,-1.896493911743164,-0.8844642639160156,6.908176898956299,0.3644140660762787,-1.896493911743164,,
93,111.2352,0.8517562,-0.06879260390996933,1.7044309377670288,-0.0547032505273819,1.7293468713760376,-0.002477913396432996,-2.8239738941192627,1.4658560752868652,-1.9956583976745605,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,1.0,1.7920441627502441,4.720586776733398,0.7330515384674072,-2.03279972076416,1.7920441627502441,4.720586776733398,0.7330515384674072,-2.03279972076416,,
94,128.67053,0.83023256,0.8338274359703064,2.5420050621032715,0.0630757063627243,2.4656732082366943,-1.3263318538665771,-4.074916839599609,-1.001875400543213,-3.8283557891845703,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,1.0,-0.217985600233078,5.584865093231201,0.9622395634651184,-2.1049318313598633,-0.217985600233078,5.584865093231201,0.9622395634651184,-2.1049318313598633,,
95,86.9107,0.8577587,-0.05060840770602226,2.0832395553588867,-0.5741158723831177,1.4305174350738525,-0.27954113483428955,-3.0833702087402344,-1.9862685203552246,-3.98624587059021,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,1.0,0.07699307799339294,3.8507518768310547,0.7670454978942871,-2.348086357116699,0.07699307799339294,3.8507518768310547,0.7670454978942871,-2.348086357116699,,
96,86.16822,0.7357299,0.07045862078666687,3.8890151977539062,0.8665156960487366,1.787002444267273,-1.9907771348953247,-4.1833882331848145,-1.8833996057510376,-4.829665660858154,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,1.0,-2.27595853805542,-19.018463134765625,-0.16231520473957062,-1.0381284952163696,-2.27595853805542,-19.018463134765625,-0.16231520473957062,-1.0381284952163696,,
97,55.109795,0.5271285,-0.1771007776260376,1.3781015872955322,0.5882651805877686,1.2884941101074219,-0.2761479318141937,-2.6662638187408447,0.793289065361023,-1.848954200744629,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,1.0,-0.35938194394111633,0.7988638877868652,0.21735075116157532,-1.1781810522079468,-0.35938194394111633,0.7988638877868652,0.21735075116157532,-1.1781810522079468,,
98,52.620983,0.6592059,-1.710540533065796,1.6292394399642944,-0.08778895437717438,1.1885117292404175,1.2184357643127441,-1.7517231702804565,1.5744860172271729,-1.5169018507003784,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,1.0,0.8249856233596802,3.126376152038574,1.1634869575500488,-0.3558584153652191,0.8249856233596802,3.126376152038574,1.1634869575500488,-0.3558584153652191,,
99,72.91788,0.6672299,0.017076458781957626,2.0593104362487793,-0.36146390438079834,1.9822287559509277,-0.3194088339805603,-3.084669589996338,-0.5276617407798767,-3.1260359287261963,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,1.0,0.6626890301704407,6.192802906036377,0.23505569994449615,-2.341642141342163,0.6626890301704407,6.192802906036377,0.23505569994449615,-2.341642141342163,,
100,107.45082,0.6766798,2.2296454906463623,0.9494587779045105,-0.5886526107788086,0.557654082775116,-0.3701012432575226,-3.703904151916504,0.8690564036369324,-2.938894033432007,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,1.0,-0.4570411741733551,17.265058517456055,0.5988475680351257,-1.362006664276123,-0.4570411741733551,17.265058517456055,0.5988475680351257,-1.362006664276123,,
101,63.508556,0.5968174,0.7851293087005615,1.6314247846603394,0.25252243876457214,1.3899469375610352,-1.0222065448760986,-4.092105388641357,-1.7666590213775635,-4.310157775878906,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,1.0,0.07190153747797012,7.613865852355957,0.1231221854686737,-2.012030839920044,0.07190153747797012,7.613865852355957,0.1231221854686737,-2.012030839920044,,
102,71.08544,0.5894755,1.9466813802719116,0.703098714351654,0.6149642467498779,-1.8110891580581665,-0.21879592537879944,-3.809800863265991,-0.26333144307136536,-2.932255268096924,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,1.0,0.12244654446840286,9.033474922180176,0.1238214522600174,-2.634774923324585,0.12244654446840286,9.033474922180176,0.1238214522600174,-2.634774923324585,,
103,93.353806,0.70677483,0.4286511540412903,2.2585701942443848,1.0863505601882935,2.8689045906066895,-2.378340482711792,-4.3500590324401855,0.35215944051742554,-2.714555263519287,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,1.0,-0.011746120639145374,5.259576320648193,-0.33889251947402954,-2.6331279277801514,-0.011746120639145374,5.259576320648193,-0.33889251947402954,-2.6331279277801514,,
104,96.59454,0.7955064,-1.253052830696106,1.6165553331375122,-0.4645581841468811,2.02608060836792,-0.03714887425303459,-3.155575752258301,-0.379511296749115,-2.8250131607055664,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,1.0,-0.008047777228057384,7.710773468017578,0.5584383010864258,-1.9064866304397583,-0.008047777228057384,7.710773468017578,0.5584383010864258,-1.9064866304397583,,
105,109.34575,0.9509522,-0.5045526027679443,2.039506673812866,-0.5366842746734619,2.1472737789154053,0.5031440854072571,-2.878371477127075,1.5375945568084717,-2.289525270462036,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,1.0,0.6474891901016235,4.761260509490967,0.3604397773742676,-2.515807867050171,0.6474891901016235,4.761260509490967,0.3604397773742676,-2.515807867050171,,
106,59.96898,0.5257142,0.36219239234924316,2.540607452392578,1.0245041847229004,1.4865679740905762,0.7281777262687683,-2.182955265045166,1.1174031496047974,-1.995848298072815,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,1.0,-0.9597896337509155,-5.144585609436035,-0.5016876459121704,-0.2608898878097534,-0.9597896337509155,-5.144585609436035,-0.5016876459121704,-0.2608898878097534,,
107,58.691216,0.5569152,1.1667569875717163,2.1722962856292725,-1.666795015335083,2.1075847148895264,0.6235640645027161,-2.847886800765991,0.7159225344657898,-2.4736719131469727,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,1.0,1.2471857070922852,6.80914831161499,-0.9279160499572754,-2.7321298122406006,1.2471857070922852,6.80914831161499,-0.9279160499572754,-2.7321298122406006,,
108,116.419655,0.78041786,-0.4376209080219269,1.9450483322143555,-0.8355454206466675,1.1387561559677124,-0.6220118999481201,-3.1094186305999756,0.729225218296051,-2.4706292152404785,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,1.0,-3.0143043994903564,4.49623966217041,0.00454353541135788,-2.3257105350494385,-3.0143043994903564,4.49623966217041,0.00454353541135788,-2.3257105350494385,,
109,83.776344,0.64063555,0.04446973279118538,1.989877700805664,0.13468220829963684,1.3092728853225708,-0.7945933938026428,-3.339003562927246,0.18987399339675903,-2.857102870941162,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,1.0,-0.8689587712287903,7.191548824310303,-0.8500440716743469,-2.2454895973205566,-0.8689587712287903,7.191548824310303,-0.8500440716743469,-2.2454895973205566,,
110,56.539913,0.58034253,-0.5919860601425171,1.5342485904693604,0.9485546350479126,1.6771482229232788,0.18041321635246277,-2.6063079833984375,0.017923379316926003,-2.3105759620666504,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,1.0,1.2404320240020752,7.050983905792236,-0.12191396951675415,-2.0243775844573975,1.2404320240020752,7.050983905792236,-0.12191396951675415,-2.0243775844573975,,
111,133.33028,0.9713439,-1.5837929248809814,2.6350059509277344,0.2232549488544464,2.5074496269226074,0.3649829030036926,-3.0902252197265625,-1.050339937210083,-3.67582631111145,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,1.0,-0.7497633695602417,4.298731327056885,0.5726163983345032,-2.667374610900879,-0.7497633695602417,4.298731327056885,0.5726163983345032,-2.667374610900879,,
112,125.733696,0.84215784,1.8694905042648315,2.182736396789551,-0.017953665927052498,1.6238034963607788,-0.011837728321552277,-2.556481122970581,0.8398032188415527,-2.2681429386138916,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,1.0,-0.34559282660484314,4.909364223480225,-1.5866502523422241,-2.5385608673095703,-0.34559282660484314,4.909364223480225,-1.5866502523422241,-2.5385608673095703,,
